NPRI_ID,COMP_NAME,FACI_NAME,ADDRESS,CITY,PROVINCE,LATITUDE,LONGITUDE,DATUM,NAICS4,NAICS4_NAME_EN,NAICS6,NAICS6_NAME_EN,INTUITIVE_SECTOR_NAME_E,UNITS,TOTAL_ALL_RELEASES,SYMBOL
0000001039,Milner Power Limited Partnership by its GP Milner Power Inc.,H.R.Milner Generating Station,40 Highway North,Grande Cache,AB,54.0071,-119.104,1983,2211,"Electric power generation, transmission and distribution",221112,Fossil-Fuel Electric Power Generation,Electricity,tonnes,0.0011248,1
0000001070,Essar Steel Algoma Inc.,Essar Steel Algoma Inc,105 West Street North,Sault Ste. Marie,ON,46.5208,-84.3697,1983,3311,Iron and steel mills and ferro-alloy manufacturing,331110,Iron And Steel Mills And Ferro-Alloy Manufacturing,Iron and Steel,tonnes,331.35135,1
0000001106,AltaSteel Ltd.,AltaSteel,9401 34th Street,Edmonton,AB,53.5291,-113.3875,1983,3311,Iron and steel mills and ferro-alloy manufacturing,331110,Iron And Steel Mills And Ferro-Alloy Manufacturing,Iron and Steel,tonnes,0.029401,1
0000001136,Bombardier Inc.,Usine St-Laurent,1800 Marcel-Laurin,Saint-Laurent,QC,45.5139,-73.7,1983,3364,Aerospace product and parts manufacturing,336410,Aerospace Product And Parts Manufacturing,Transportation Equipment Mfg.,tonnes,0.01,1
0000001147,CAMECO,Rabbit Lake Operation,2121 11th Street West,Saskatoon,SK,58.1938,-103.7158,1983,2122,Metal ore mining,212291,Uranium Ore Mining,Mining and Quarrying,tonnes,13.7478061,1
0000001148,CAMECO,Key Lake Operation,2121 11th West,Saskatoon,SK,57.2122,-105.6788,1983,2122,Metal ore mining,212291,Uranium Ore Mining,Mining and Quarrying,tonnes,19.4646782,1
0000001149,CAMECO,McArthur River,2121 11th Street West,Saskatoon,SK,57.7622,-105.05,1983,2122,Metal ore mining,212291,Uranium Ore Mining,Mining and Quarrying,tonnes,0.002737,1
0000001175,Agrium Inc.,Joffre Nitrogen Operations,Hwy 815,Joffre,AB,52.3221,-113.5166,1983,3253,"Pesticide, fertilizer and other agricultural chemical manufacturing",325313,Chemical Fertilizer (Except Potash) Manufacturing,Chemicals,tonnes,0.001,1
0000001185,Skookumchuck Pulp Inc.,Skookumchuck Operation,4501 Farstad Way,Skookumchuck,BC,49.9151,-115.7579,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,66.01726,1
0000001195,Domtar Inc.,Domtar Usine de Windsor,609 rang 12,Windsor,QC,45.5644,-71.979,1983,3221,"Pulp, paper and paperboard mills",322121,Paper (Except Newsprint) Mills,Pulp and Paper,tonnes,111.05873,1
0000001207,INVISTA (Canada) Company,Maitland Site,1400 County #2 Road East,Maitland,ON,44.6606,-75.6017,1983,3251,Basic chemical manufacturing,325190,Other Basic Organic Chemical Manufacturing,Chemicals,tonnes,0.614,1
0000001221,Twin Rivers Paper Company Inc.,Edmundston Pulp Mill,27 Rice Street,Edmundston,NB,47.3749,-68.3333,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,435.137462,1
0000001233,Glencore Canada Corporation,Sudbury Operations Mines/Mill - Onaping Area,Strathcona Services Bldg,Onaping,ON,46.6742,-81.3425,1983,2122,Metal ore mining,212232,Nickel-Copper Ore Mining,Mining and Quarrying,tonnes,47.29849,1
0000001236,Glencore Canada Corporation,Sudbury Integrated Nickel Operations Smelter,2 Longyear Drive,Falconbridge,ON,46.5775,-80.8042,1983,3314,Non-ferrous metal (except aluminum) production and processing,331410,Non-Ferrous Metal (Except Aluminum) Smelting And Refining,Metals (Except Aluminum and Iron and Steel),tonnes,1.0506402,1
0000001257,Canfor Pulp Ltd.,Canfor Taylor Pulp,0 - 8300 Cherry Avenue East,Taylor,BC,56.145,-120.651,1983,3221,"Pulp, paper and paperboard mills",322111,Mechanical Pulp Mills,Pulp and Paper,tonnes,0.053029,1
0000001266,Catalyst Paper Corporation,Crofton Division,8541 Hay Road,Crofton,BC,48.875,-123.645,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,171.03842,1
0000001303,Gibraltar Mines Ltd.,Gibraltar Mine (SFO),10251 Gibraltar Mine Rd. Road,McLeese Lake,BC,52.5299,-122.2851,1983,2122,Metal ore mining,212233,Copper-Zinc Ore Mining,Mining and Quarrying,tonnes,0.1741103,1
0000001338,Greater Vancouver Sewerage and Drainage District,Annacis Island Wastewater Treatment Plant,1299 Derwent Way,Delta,BC,49.1661,-122.952,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,6288.603267,4
0000001340,Greater Vancouver Sewerage and Drainage District,Lulu Island Wastewater Treatment Plant,13500 Gilbert Road,Richmond,BC,49.1147,-123.145,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,934.0763938,2
0000001342,Greater Vancouver Sewerage and Drainage District,Lions Gate Wastewater Treatment Plant,101 Bridge Road,West Vancouver,BC,49.3195,-123.136,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,796.5552127,2
0000001383,Nanaimo Forest Products Ltd.,Harmac Pacific Operations,1000 Wave Place,Nanaimo,BC,49.1369,-123.8564,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,72.67272322,1
0000001419,Howe Sound Pulp & Paper Corporation,Howe Sound Pulp and Paper Mill,3838 Port Mellon Highway,Port Mellon,BC,49.5237,-123.4837,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,105.7966599,1
0000001464,Imperial Oil,Sarnia Chemical Plant,602 Christina Street South,Sarnia,ON,42.9544,-82.4153,1983,3251,Basic chemical manufacturing,325110,Petrochemical Manufacturing,Chemicals,tonnes,2.2275,1
0000001465,Vale Canada Limited,Clarabelle Mill,1 - 1701 Elm Street,Copper Cliff,ON,46.495,-81.0561,1983,2122,Metal ore mining,212232,Nickel-Copper Ore Mining,Mining and Quarrying,tonnes,378.5385,1
0000001471,Vale Canada Limited,Port Colborne Refinery,187 Davis Street,Port Colborne,ON,42.8826,-79.2405,1983,3314,Non-ferrous metal (except aluminum) production and processing,331410,Non-Ferrous Metal (Except Aluminum) Smelting And Refining,Metals (Except Aluminum and Iron and Steel),tonnes,1.3284,1
0000001473,Vale Canada Limited,Thompson Operations,1 Inco Road,Thompson,MB,55.7138,-97.8561,1983,2122,Metal ore mining,212232,Nickel-Copper Ore Mining,Mining and Quarrying,tonnes,15.5941211,1
0000001486,Mackenzie Pulp Mill Corporation,Mackenzie Pulp Mill,1000 Coquawaldi Road,MacKenzie,BC,55.2914,-123.1592,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,119.083559,1
0000001492,Arkema Canada Inc.,Usine de Bécancour,655 Alphonse-Deshaies Boulevard,Bécancour,QC,46.3841,-72.3735,1983,3251,Basic chemical manufacturing,325189,All Other Basic Inorganic Chemical Manufacturing,Chemicals,tonnes,2.689,1
0000001519,ITL (Integrated Technology Ltd).,ITL CIRCUITS,90 Don Park Road,Markham,ON,43.8233,-79.3489,1983,3344,Semiconductor and other electronic component manufacturing,334410,Semiconductor And Other Electronic Component Manufacturing,Other Manufacturing,tonnes,0.004609,1
0000001525,Société en commandite Papier Masson WB,Société en commandite Papier Masson WB,2 Montréal,Gatineau,QC,45.5417,-75.425,1983,3221,"Pulp, paper and paperboard mills",322122,Newsprint Mills,Pulp and Paper,tonnes,6.866,1
0000001528,Fortress Cellulose Spécialisée,Usine de Thurso,451 Victoria,Thurso,QC,45.5985,-75.2562,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,110.114067,1
0000001561,"KRONOS Canada, Inc.","KRONOS Canada, Inc.",3390 Marie-Victorin Route,Varennes,QC,45.7125,-73.425,1983,3251,Basic chemical manufacturing,325189,All Other Basic Inorganic Chemical Manufacturing,Chemicals,tonnes,6.753248002,1
0000001568,KIRKLAND LAKE GOLD,Macassa Mine,66 Highway,Kirkland Lake,ON,48.1463,-80.0607,1983,2122,Metal ore mining,212220,Gold And Silver Ore Mining,Mining and Quarrying,tonnes,29.48765,1
0000001593,Catalyst Paper Corporation,Port Alberni Division,0 - 4000 Stamp Avenue,Port Alberni,BC,49.2478,-124.811,1983,3221,"Pulp, paper and paperboard mills",322122,Newsprint Mills,Pulp and Paper,tonnes,257.67215,1
0000001608,IAMGOLD Corporation,La mine Doyon,2 Arthur Doyon Chemin,Preissac,QC,48.2526,-78.4354,1983,2122,Metal ore mining,212220,Gold And Silver Ore Mining,Mining and Quarrying,tonnes,37.0567,1
0000001611,Glencore Canada Corporation,Mine Matagami,500 Industriel Boulevard,Matagami,QC,49.7272,-77.7456,1983,2122,Metal ore mining,212233,Copper-Zinc Ore Mining,Mining and Quarrying,tonnes,61.71352,1
0000001651,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Manitoba Mill",27 Main Street,Selkirk,MB,50.1302,-96.9013,1983,3311,Iron and steel mills and ferro-alloy manufacturing,331110,Iron And Steel Mills And Ferro-Alloy Manufacturing,Iron and Steel,tonnes,0.236285,1
0000001696,New Brunswick Power Corporation,Coleson Cove Generating Station,4077 King William Road,Saint John,NB,45.1534,-66.2025,1983,2211,"Electric power generation, transmission and distribution",221112,Fossil-Fuel Electric Power Generation,Electricity,tonnes,0.01839,1
0000001698,New Brunswick Power Corporation,Belledune Generating Station,1558 Main Street,Belledune,NB,47.9058,-65.867,1983,2211,"Electric power generation, transmission and distribution",221112,Fossil-Fuel Electric Power Generation,Electricity,tonnes,0.00576,1
0000001776,NOVA Chemicals (Canada) Ltd.,Corunna Site,0 - 785 Petrolia Line,Corunna,ON,42.8825,-82.4044,1983,3251,Basic chemical manufacturing,325110,Petrochemical Manufacturing,Chemicals,tonnes,16.4058,1
0000001779,NOVA Chemicals Corporation,NOVA Chemicals Corporation (Joffre), ,Red Deer,AB,52.3083,-113.55,1983,3251,Basic chemical manufacturing,325110,Petrochemical Manufacturing,Chemicals,tonnes,1.092144,1
0000001788,NOVA Chemicals (Canada) Ltd.,Moore Site,0 - 510 Moore Line,Mooretown,ON,42.8489,-82.4244,1983,3252,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",325210,Resin And Synthetic Rubber Manufacturing,Chemicals,tonnes,0.00316,1
0000001797,Canfor Pulp Limited Partnership,Northwood Pulp Mill,5353 Northwood Pulp Mill Road,Prince George,BC,53.9779,-122.695,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,161.233819,1
0000001872,Cascades Canada ULC.,NORAMPAC CABANO UNE DIVISION DE CASCADES CANADA inc,520 Commerciale Nord,Temiscouata-sur-le-Lac,QC,47.67,-68.8625,1983,3221,"Pulp, paper and paperboard mills",322121,Paper (Except Newsprint) Mills,Pulp and Paper,tonnes,0.66,1
0000001875,PRODUITS KRUGER s.e.c.,Produits Kruger s.e.c.,100 1 ère avenue Avenue,Crabtree,QC,45.9633,-73.47,1983,3221,"Pulp, paper and paperboard mills",322121,Paper (Except Newsprint) Mills,Pulp and Paper,tonnes,27.7,1
0000001941,GOLDCORP CANADA LTD,Porcupine Gold Mines,4315 Gold Mine Road,South Porcupine,ON,48.4633,-81.2475,1983,2122,Metal ore mining,212220,Gold And Silver Ore Mining,Mining and Quarrying,tonnes,25.551912,1
0000001947,Pinty's Delicious Foods,Port Colborne Poultry Ltd,2276 Second Concession Road,Port Colborne,ON,42.9108,-79.1879,1983,3116,Meat product manufacturing,311615,Poultry Processing,Other Manufacturing,tonnes,20.034,1
0000001961,Pratt & Whitney Canada Inc.,Établissement 01,1000 Marie-Victorin,Longueuil,QC,45.5531,-73.495,1983,3364,Aerospace product and parts manufacturing,336410,Aerospace Product And Parts Manufacturing,Transportation Equipment Mfg.,tonnes,0.0032,1
0000001979,Produits forestiers Résolu,Papeterie de Dolbeau,1 4ième Avenue,Dolbeau-Mistassini,QC,48.8791,-72.2189,1983,3221,"Pulp, paper and paperboard mills",322121,Paper (Except Newsprint) Mills,Pulp and Paper,tonnes,79.330356,1
0000002000,ArcelorMittal Exploitation minière Canada,Usine de Bouletage de Port-Cartier,186 Portage des Mousses,Port-Cartier,QC,50.0334,-66.791,1983,2122,Metal ore mining,212210,Iron Ore Mining,Mining and Quarrying,tonnes,0.52643,1
0000002001,Produits forestiers Résolu,"Abibow Canada , usine de Baie-Comeau",20 Marquette,Baie-Comeau,QC,49.255,-68.1561,1983,3221,"Pulp, paper and paperboard mills",322122,Newsprint Mills,Pulp and Paper,tonnes,150.63,1
0000002038,Alcoa Limitée,Aluminerie de Baie-Comeau,0 - 100 Maritime Route,Baie-Comeau,QC,49.2583,-68.1461,1983,3313,Alumina and aluminum production and processing,331313,Primary Production Of Alumina And Aluminum,Aluminum,tonnes,0.000314,1
0000002051,Tolko Industries Ltd.,Manitoba Kraft Papers Division,"Tolko Rd., Highway 10 North",The Pas,MB,53.860974,-101.213325,1983,3221,"Pulp, paper and paperboard mills",322121,Paper (Except Newsprint) Mills,Pulp and Paper,tonnes,59.175729,1
0000002068,"Rothsay, a Division of Darling International Canada Inc.",Moorefield Site,"8406 Wellington County Road #7, RR #1 Ro",Moorefield,ON,43.8144,-80.7153,1983,3116,Meat product manufacturing,311614,Rendering And Meat Processing From Carcasses,Other Manufacturing,tonnes,0.233,1
0000002100,Magris Ressources,La Mine Niobec,3400 du Columbium Chemin,Saint-Honoré,QC,48.5322,-71.1578,1983,2122,Metal ore mining,212299,All Other Metal Ore Mining,Mining and Quarrying,tonnes,139.41384,1
0000002134,Agrium Inc.,Redwater Fertilizer Operations,56225 SH643,Sturgeon County,AB,53.8416,-113.0979,1983,3253,"Pesticide, fertilizer and other agricultural chemical manufacturing",325313,Chemical Fertilizer (Except Potash) Manufacturing,Chemicals,tonnes,47.114025,1
0000002173,Tembec,Kapuskasing Operations,1 Government Road,Kapuskasing,ON,49.41,-82.4239,1983,3221,"Pulp, paper and paperboard mills",322122,Newsprint Mills,Pulp and Paper,tonnes,7.2613828,1
0000002181,AV Nackawic Inc.,AV Nackawic,103 Pinder Road,Nackawic,NB,46.0111,-67.2265,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,155.2164171,1
0000002216,Stepan Canada,Longford Mills Plant,3800 Longford Mills Road,Longford Mills,ON,44.6753,-79.3408,1983,3256,"Soap, cleaning compound and toilet preparation manufacturing",325610,Soap And Cleaning Compound Manufacturing,Chemicals,tonnes,0.0033,1
0000002221,Port Hawkesbury Paper LP,Port Hawkesbury Paper,120 Pulp Mill Road,Port Hawkesbury,NS,45.5982,-61.3601,1983,3221,"Pulp, paper and paperboard mills",322122,Newsprint Mills,Pulp and Paper,tonnes,14.8,1
0000002230,Suncor Energy Oil Sands Limited Partnership,Suncor Energy Inc. Oil Sands,Hwy 63N Highway,Fort McMurray,AB,57.0033,-111.4661,1983,2111,Oil and gas extraction,211114,Non-Conventional Oil Extraction,Non-Conventional Oil Extraction (including Oilsands and Heavy Oil),tonnes,3.68096,1
0000002233,Terra International (Canada) Inc.,CF Industries Courtright Nitrogen Complex,161 Bickford Line,Courtright,ON,42.8142,-82.4556,1983,3253,"Pesticide, fertilizer and other agricultural chemical manufacturing",325313,Chemical Fertilizer (Except Potash) Manufacturing,Chemicals,tonnes,134.076,1
0000002238,City of Toronto,Humber Treatment Plant,130 The Queensway,Toronto,ON,43.6333,-79.4806,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,5425.28615,4
0000002240,City of Toronto,Ashbridges Bay Treatment Plant,9 Leslie Street,Toronto,ON,43.6569,-79.3194,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,14664.74138,5
0000002284,TransAlta Generation Partnership,Sundance Thermal Electric Power Generating Plant,"Site 4, Box 1, RR1",Duffield,AB,53.5085,-114.5571,1983,2211,"Electric power generation, transmission and distribution",221112,Fossil-Fuel Electric Power Generation,Electricity,tonnes,0.028098,1
0000002286,TransAlta Generation Partnership,Keephills Thermal Electric Power Generating Plant,"Site 3, Box 1, RR1",Duffield,AB,53.4487,-114.4491,1983,2211,"Electric power generation, transmission and distribution",221112,Fossil-Fuel Electric Power Generation,Electricity,tonnes,0.040555,1
0000002322,Chemtura Canada Co. Cie.,Elmira,25 Erb Street,Elmira,ON,43.5964,-80.5525,1983,3259,Other chemical product manufacturing,325999,All Other Miscellaneous Chemical Product Manufacturing,Chemicals,tonnes,0.242,1
0000002372,Nyrstar Myra Falls,Nyrstar Myra Falls Ltd,2451 Spit Road,Campbell River,BC,49.5772,-125.602,1983,2122,Metal ore mining,212233,Copper-Zinc Ore Mining,Mining and Quarrying,tonnes,10.7550129,1
0000002377,Neucel Specialty Cellulose,Neucel Specialty Cellulose (SFO),300 Marine Drive,Port Alice,BC,50.4325,-127.491,1983,3221,"Pulp, paper and paperboard mills",322121,Paper (Except Newsprint) Mills,Pulp and Paper,tonnes,315.3232844,1
0000002461,Mintech Canada Ltd.,Usine de PCC de Windsor,609 12th,Windsor,QC,45.5605,-71.976,1983,3279,Other non-metallic mineral product manufacturing,327990,All Other Non-Metallic Mineral Product Manufacturing,"Cement, Lime and Other Non-Metallic Minerals",tonnes,2.31,1
0000002502,Kruger Wayagamack inc.,Kruger Wayagamack inc.,1 Ile de la Potherie,Trois-Rivières,QC,46.3583,-72.5185,1983,3221,"Pulp, paper and paperboard mills",322121,Paper (Except Newsprint) Mills,Pulp and Paper,tonnes,62.067753,1
0000002515,"Koch Fertilizer Canada, ULC","Koch Fertilizer Canada, ULC",0 - 1400 17th Street East,Brandon,MB,49.8309,-99.9078,1983,3253,"Pesticide, fertilizer and other agricultural chemical manufacturing",325313,Chemical Fertilizer (Except Potash) Manufacturing,Chemicals,tonnes,29.547,1
0000002553,West Fraser Mills Ltd.,Quesnel River Pulp,1000 Finning Road,Quesnel,BC,53.0058,-122.5026,1983,3221,"Pulp, paper and paperboard mills",322111,Mechanical Pulp Mills,Pulp and Paper,tonnes,27.010004,1
0000002560,Stella-Jones Inc.,Guelph Utility Pole Company Ltd,7818 Wellington Rd 22,Guelph,ON,43.6584,-80.3003,1983,3211,Sawmills and wood preservation,321114,Wood Preservation,Wood Products,tonnes,0.00006,1
0000002604,Irving Pulp & Paper Ltd.,Irving Pulp & Paper,408 Mill Street West,Saint John,NB,45.262,-66.0924,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,349.551325,1
0000002607,AV Terrace Bay Inc.,AV Terrace Bay,21 Mill Road,Terrace Bay,ON,48.7965,-87.1039,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,153.03137,1
0000002638,City of Regina,Wastewater Facility,100 Fleming Road,Regina,SK,50.47,-104.744,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,1186.28362,2
0000002710,Goldcorp Canada Limited - Red Lake Gold Mines,Red Lake Gold Mines,10 Mine Road,Balmertown,ON,51.0597,-93.7308,1983,2122,Metal ore mining,212220,Gold And Silver Ore Mining,Mining and Quarrying,tonnes,92.196879,1
0000002749,City of Medicine Hat,Wastewater Treatment Plant,2190 Brier Park Place Northwest,Medicine Hat,AB,50.05,-110.6417,1983,2213,"Water, sewage and other systems US",221320,Sewage Treatment Facilities,Water and Wastewater Systems,tonnes,599.84,2
0000002776,Chevron Canada Limited,Burnaby Refinery,355 Willingdon Avenue North,Burnaby,BC,49.28869,-123.00575,1983,3241,Petroleum and coal product manufacturing,324110,Petroleum Refineries,Petroleum and Coal Product Refining and Mfg.,tonnes,0.041,1
0000002788,Rio Tinto Alcan Inc,Kitimat Works,0 - 1 Smeltersite Road,Kitimat,BC,54.0102,-128.7036,1983,3313,Alumina and aluminum production and processing,331313,Primary Production Of Alumina And Aluminum,Aluminum,tonnes,0.01095,1
0000002791,Dyno Nobel Canada Inc.,Usine Mont-Wright,4 Anik,Fermont,QC,52.7666,-67.3521,1983,3251,Basic chemical manufacturing,325110,Petrochemical Manufacturing,Chemicals,tonnes,3.12,1
0000002794,THOMPSON CREEK MINING LTD.,Endako Mine,12878 Endako Mine Road,Endako,BC,54.0332,-125.1183,1983,2122,Metal ore mining,212299,All Other Metal Ore Mining,Mining and Quarrying,tonnes,9.19376,1
0000002815,Glencore Canada Corporation,Kidd Metallurgical Site,10050 Highway 101 East Highway East,Timmins/District of,ON,48.5493,-81.078,1983,2122,Metal ore mining,212233,Copper-Zinc Ore Mining,Mining and Quarrying,tonnes,191.165147,1
0000002875,Weyerhaeuser Company Limited,Grande Prairie Operations,10 km SE on Resources Road,Grande Prairie,AB,55.0712,-118.6912,1983,3221,"Pulp, paper and paperboard mills",322112,Chemical Pulp Mills,Pulp and Paper,tonnes,69.81175,1
